review_title,review_rating,review_date,review_body,user_contributions,review_short_date,review_year,review_month,review_title_length,review_length,overall_sentiment,tokens
not the view in the pic,Poor,2020-09-01,good points first staff were lovely friendly and very helpful rooms were well equipped and clean now for the reality we were in a deluxe harbour view room with in their words a panoramic view of the port of naples and the harbour of naples and a splendid view of land and sea they should write fairly tales because this is far from the truth as my photos will show from our room we had a splendid view of a large car park and a very drab decrepit brown building we could see a scrap of harbour between the ferries and mt vesuvius peeking over the top of the ugly brown building if we stood at the window from the bed it s basically ugly building as can be seen in my pics we believe that the rooms are drastically overpriced and the website deceiving misleading the ,20,September 2020,2020,September,6,147,positive,"['good', 'points', 'first', 'staff', 'lovely', 'friendly', 'helpful', 'rooms', 'well', 'equipped', 'clean', 'reality', 'deluxe', 'harbour', 'view', 'room', 'words', 'panoramic', 'view', 'port', 'naples', 'harbour', 'naples', 'splendid', 'view', 'land', 'sea', 'write', 'fairly', 'tales', 'far', 'truth', 'photos', 'show', 'room', 'splendid', 'view', 'large', 'car', 'park', 'drab', 'decrepit', 'brown', 'building', 'could', 'see', 'scrap', 'harbour', 'ferries', 'vesuvius', 'peeking', 'top', 'ugly', 'brown', 'building', 'stood', 'window', 'bed', 'basically', 'ugly', 'building', 'seen', 'pics', 'believe', 'rooms', 'drastically', 'overpriced', 'website', 'deceiving', 'misleading']"
excellent hotel,Very Good,2020-08-01,gret stay in naples hotel received you in full security regarding covid all part of the hotel are well desing and the small pool on the top a great place to enjoy the view on vesuvio the room are large and very confortable,254,August 2020,2020,August,2,43,positive,"['gret', 'stay', 'naples', 'hotel', 'received', 'full', 'security', 'regarding', 'covid', 'part', 'hotel', 'well', 'desing', 'small', 'pool', 'top', 'great', 'place', 'enjoy', 'view', 'vesuvio', 'room', 'large', 'confortable']"
excellent customer service,Excellent,2020-08-01,we have just checked out from a lovely stay at romeo hotel we booked this last minute were so pleased with the service room was spotless the housekeeper was excellent she even ironed some clothes for us the gym is just incredible with technogym equip throughout very high spec we got great use out if it during our stay spa also is one of the nicest i ve ever experienced and was a welcome recovery after the gym although the michelin star restaurant was closed the food in the bar restaurant was excellent the service just top notch very friendly attentive staff were so accommodating most importantly tye c 19 procedures were top notch social distancing guidelines adhered to throughout perfect location for ferry day trips to sorrento capri or a short stroll ,26,August 2020,2020,August,3,133,positive,"['checked', 'lovely', 'stay', 'romeo', 'hotel', 'booked', 'last', 'minute', 'pleased', 'service', 'room', 'spotless', 'housekeeper', 'excellent', 'even', 'ironed', 'clothes', 'gym', 'incredible', 'technogym', 'equip', 'throughout', 'high', 'spec', 'got', 'great', 'use', 'stay', 'spa', 'also', 'one', 'nicest', 'ever', 'experienced', 'welcome', 'recovery', 'gym', 'although', 'michelin', 'star', 'restaurant', 'closed', 'food', 'bar', 'restaurant', 'excellent', 'service', 'top', 'notch', 'friendly', 'attentive', 'staff', 'accommodating', 'importantly', 'tye', 'procedures', 'top', 'notch', 'social', 'distancing', 'guidelines', 'adhered', 'throughout', 'perfect', 'location', 'ferry', 'day', 'trips', 'sorrento', 'capri', 'short', 'stroll']"
a nice modern boutique hotel in central naples,Very Good,2020-07-01,spent two days at romeo prior to a yacht cruise and thoroughly enjoyed it romeo is a modern boutique slh hotel just by the harbour that in july 2020 was opening up after c19 lockdown mandatory c19 testing required in the hotel s own testing bus prior to check in but i guess that is something you have to accept in these times great service overall and a nice top floor pool by the bar only downside one of the very few ultra modern buildings in central naples where the architecture is otherwise dominated by buildings 100 300 yrs old ,18,July 2020,2020,July,8,100,positive,"['spent', 'two', 'days', 'romeo', 'prior', 'yacht', 'cruise', 'thoroughly', 'enjoyed', 'romeo', 'modern', 'boutique', 'slh', 'hotel', 'harbour', 'july', '2020', 'opening', 'c19', 'lockdown', 'mandatory', 'c19', 'testing', 'required', 'hotel', 'testing', 'bus', 'prior', 'check', 'guess', 'something', 'accept', 'times', 'great', 'service', 'overall', 'nice', 'top', 'floor', 'pool', 'bar', 'downside', 'one', 'ultra', 'modern', 'buildings', 'central', 'naples', 'architecture', 'otherwise', 'dominated', 'buildings', '100', '300', 'yrs', 'old']"
enjoyable time,Excellent,2020-07-01,good location valet parking right in front of the ship terminal nice views from the restaurant on the top floor during breakfast or an evening drink lots of artifacts in common areas which created nice atmosphere rooms are nice well equipped service is great food is very good short walk to piazza di plebiscito and lungomare not too far to the historical center too quite pricey ,2894,July 2020,2020,July,2,66,positive,"['good', 'location', 'valet', 'parking', 'right', 'front', 'ship', 'terminal', 'nice', 'views', 'restaurant', 'top', 'floor', 'breakfast', 'evening', 'drink', 'lots', 'artifacts', 'common', 'areas', 'created', 'nice', 'atmosphere', 'rooms', 'nice', 'well', 'equipped', 'service', 'great', 'food', 'good', 'short', 'walk', 'piazza', 'plebiscito', 'lungomare', 'far', 'historical', 'center', 'quite', 'pricey']"
excellent highly recommended,Very Good,2020-02-01,gorgeous hotel frontage and reception we had a lovely stay using the upto date spa sauna steam relaxation room etc for upto 2hrs per day quite expensive for treatments 130 and nothing extra special we ate in the 9th floor restaurant for breakfast gorgeous views great selection and so tasty 10th floor restaurant for dinner was an excellent experience amazing views with friendly staff and gorgeous tasty food highly recommended 65 degrees egg wow ,1,February 2020,2020,February,3,74,positive,"['gorgeous', 'hotel', 'frontage', 'reception', 'lovely', 'stay', 'using', 'upto', 'date', 'spa', 'sauna', 'steam', 'relaxation', 'room', 'etc', 'upto', '2hrs', 'per', 'day', 'quite', 'expensive', 'treatments', '130', 'nothing', 'extra', 'special', 'ate', '9th', 'floor', 'restaurant', 'breakfast', 'gorgeous', 'views', 'great', 'selection', 'tasty', '10th', 'floor', 'restaurant', 'dinner', 'excellent', 'experience', 'amazing', 'views', 'friendly', 'staff', 'gorgeous', 'tasty', 'food', 'highly', 'recommended', 'degrees', 'egg', 'wow']"
napoli in february,Excellent,2020-02-01,fantastic service exceptional hotel will return although napoli as a city can be described a gritty and somewhat dirty this hotel was impeccable we also left our passports in the safe in our hotel room and when we noticed and called the hotel the staff was very accommodating and made arrangements for us to get our passport to rome before our departure ,1,February 2020,2020,February,3,62,positive,"['fantastic', 'service', 'exceptional', 'hotel', 'return', 'although', 'napoli', 'city', 'described', 'gritty', 'somewhat', 'dirty', 'hotel', 'impeccable', 'also', 'left', 'passports', 'safe', 'hotel', 'room', 'noticed', 'called', 'hotel', 'staff', 'accommodating', 'made', 'arrangements', 'get', 'passport', 'rome', 'departure']"
romeo hotel is a magical experience,Excellent,2020-02-01,i loved being in the magic of this hotel the art pieces dotted here and there are fascinating and every time you walk past one or other you want to look again the staff are extremely warm and welcoming always helpful so there s nothing that you lack the manageress gaia is utterly charming and intelligent and knows how to make you feel extremely relaxed home from home the rooms are unbelievably comfortable and well thought out naples is an extraordinary vibrant contradictory and life enhancing city but first you have to pull yourself away from this most fabulous hotel i haven t even started on the wonderful food yet the lights the glass vases made of lava the ubiquitous cacti and the sheer comfort of the public places it s a dream hotel rate in its ,130,February 2020,2020,February,6,137,positive,"['loved', 'magic', 'hotel', 'art', 'pieces', 'dotted', 'fascinating', 'every', 'time', 'walk', 'past', 'one', 'want', 'look', 'staff', 'extremely', 'warm', 'welcoming', 'always', 'helpful', 'nothing', 'lack', 'manageress', 'gaia', 'utterly', 'charming', 'intelligent', 'knows', 'make', 'feel', 'extremely', 'relaxed', 'home', 'home', 'rooms', 'unbelievably', 'comfortable', 'well', 'thought', 'naples', 'extraordinary', 'vibrant', 'contradictory', 'life', 'enhancing', 'city', 'first', 'pull', 'away', 'fabulous', 'hotel', 'even', 'started', 'wonderful', 'food', 'yet', 'lights', 'glass', 'vases', 'made', 'lava', 'ubiquitous', 'cacti', 'sheer', 'comfort', 'public', 'places', 'dream', 'hotel', 'rate']"
excellent service,Very Good,2020-01-01,the service was wonderful the staff were very friendly and helpful in any way they could help the rooms and hotel were clean the welcome chocolates were delicious thank you for the enjoyable stay in naples ,36,January 2020,2020,January,2,36,positive,"['service', 'wonderful', 'staff', 'friendly', 'helpful', 'way', 'could', 'help', 'rooms', 'hotel', 'clean', 'welcome', 'chocolates', 'delicious', 'thank', 'enjoyable', 'stay', 'naples']"
the best of napoli below and over it,Excellent,2019-12-01,extremely helpful staff nice view from the port above sixth floor good restaurants beautiful scenic pool comfort room and the best spa in town it s in the underground and have four small pools three types of sauna ,1,December 2019,2019,December,8,38,positive,"['extremely', 'helpful', 'staff', 'nice', 'view', 'port', 'sixth', 'floor', 'good', 'restaurants', 'beautiful', 'scenic', 'pool', 'comfort', 'room', 'best', 'spa', 'town', 'underground', 'four', 'small', 'pools', 'three', 'types', 'sauna']"
our new favorite boutique hotel ,Excellent,2019-12-01,romeo is a dream great design throughout wonderful common spaces great restaurants the most awesome spa and a superb location we loved watching the busy harbor of naples from the rooftop restaurant or our room the staff was gracious helpful knowledgeable friendly we would come to naples just to stay here again a very special place ,2,December 2019,2019,December,5,56,positive,"['romeo', 'dream', 'great', 'design', 'throughout', 'wonderful', 'common', 'spaces', 'great', 'restaurants', 'awesome', 'spa', 'superb', 'location', 'loved', 'watching', 'busy', 'harbor', 'naples', 'rooftop', 'restaurant', 'room', 'staff', 'gracious', 'helpful', 'knowledgeable', 'friendly', 'would', 'come', 'naples', 'stay', 'special', 'place']"
wonderful visit,Excellent,2019-11-01,we have visited naples many times on cruise ships but this was our first hotel stay the hotel is in an excellent location our room was spacious and we had a fantastic view of the port and mount vesuvius breakfast was delicious in an elegant venue staff members were all very friendly and helpful we will definitely stay here again ,62,November 2019,2019,November,2,60,positive,"['visited', 'naples', 'many', 'times', 'cruise', 'ships', 'first', 'hotel', 'stay', 'hotel', 'excellent', 'location', 'room', 'spacious', 'fantastic', 'view', 'port', 'mount', 'vesuvius', 'breakfast', 'delicious', 'elegant', 'venue', 'staff', 'members', 'friendly', 'helpful', 'definitely', 'stay']"
the a great views great location,Excellent,2019-11-01,you must ask for an art tour when you stay at the romeo the history alone is reason to stay there but truly a great location in town and of course access to the port it is right there ask for a high floor but when you are not enjoying the view relax throughout the hotel and enjoy the art all with a story ,4,November 2019,2019,November,6,64,positive,"['must', 'ask', 'art', 'tour', 'stay', 'romeo', 'history', 'alone', 'reason', 'stay', 'truly', 'great', 'location', 'town', 'course', 'access', 'port', 'right', 'ask', 'high', 'floor', 'enjoying', 'view', 'relax', 'throughout', 'hotel', 'enjoy', 'art', 'story']"
